title,link,summary
'AI데이터센터' 투자 세액공제 최대 25%로 확대 검토한다,https://n.news.naver.com/mnews/article/001/0015489999,"업계·당국 협의 진행…국정위도 ""투자 공제 확대 등 국정과제 반영 노력"" 법령상 '혁신 생산 시설' 해당하는지 정부 고민…업계 ""제조업 중심 사고"" 정부가 인공지능(AI) 데이터센터 등 AI 시설에 대한 민간 투자"
